Unnamed: 0,sample,sample_id,word_id_gold,word,pos_gold,analysis,lemma_gold,language,glossing,glossing_id,manuscript,word_id_pred,lemma_pred,pos_pred
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.5,qui,PRON,nom.sg.masc.,qui,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_6,qui,PRON
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.6,sacrifitas,NOUN,acc.sg.fem.,sacrificus,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_7,sacrifitas,NOUN
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.7,prefiebat,,3sg.past.ind.act.,,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_8,prefio,VERB
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.8,uel,CCONJ,,uel,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_9,uel,CCONJ
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.9a,pontifici,NOUN,dat.sg.masc.,pontifex,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_10,pontificus,NOUN
,"Sg.67.13b: i. regicolenti sacrificia hocem qui sacrifitas prefiebat uel pontificimaiori    'i.e. to the king who performs the sacrifices, that is to the king who was made sacrificial or to the greater high-priest'",Sg.67.13b,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.67.13b.9b,maiori,ADJ,dat.sg.masc.comp.,magnus,la,gl. regi sacrificuloShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_4a,Sg,Sg.67.13b_11,magnus,ADJ
,Ang.54abis29a: quia inea uocabatur plebs.    'because in it the people were called',Ang.54abis29a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54abis29a.0,quia,SCONJ,,quia,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,Ang,Ang.54abis29a_1,quia,SCONJ
,Ang.54abis29a: quia inea uocabatur plebs.    'because in it the people were called',Ang.54abis29a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54abis29a.1,in,ADP,,in,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,Ang,Ang.54abis29a_2,in,ADP
,Ang.54abis29a: quia inea uocabatur plebs.    'because in it the people were called',Ang.54abis29a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54abis29a.2,ea,PRON,abl.sg.fem.,is,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,Ang,Ang.54abis29a_3,is,PRON
,Ang.54abis29a: quia inea uocabatur plebs.    'because in it the people were called',Ang.54abis29a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54abis29a.3,uocabatur,VERB,3sg.past.ind.pass.,uoco,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,Ang,Ang.54abis29a_4,uoco,VERB
,Ang.54abis29a: quia inea uocabatur plebs.    'because in it the people were called',Ang.54abis29a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54abis29a.4,plebs,NOUN,nom.sg.fem.,plebs,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,Ang,Ang.54abis29a_5,plebs,NOUN
,BVi.03a39: .i. plebum loci    'i.e. of the local people',BVi.03a39,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03a39.1,plebum,NOUN,gen.pl.masc.,plebs,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,BVi,BVi.03a39_1,plebus,NOUN
,BVi.03a39: .i. plebum loci    'i.e. of the local people',BVi.03a39,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03a39.2,loci,NOUN,gen.sg.masc.,locus,la,gl. calabramShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_326_5a,BVi,BVi.03a39_2,locus,NOUN
,Ang.54bbis17c: reuententis insuum locum primum.    'returning to its first place',Ang.54bbis17c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis17c.0,reuententis,VERB,gen.sg.masc.participle.,reuertor,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,Ang,Ang.54bbis17c_1,reuentor,VERB
,Ang.54bbis17c: reuententis insuum locum primum.    'returning to its first place',Ang.54bbis17c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis17c.1,in,ADP,,in,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,Ang,Ang.54bbis17c_2,in,ADP
,Ang.54bbis17c: reuententis insuum locum primum.    'returning to its first place',Ang.54bbis17c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis17c.2,suum,DET,acc.sg.masc.,suus,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,Ang,Ang.54bbis17c_3,suus,DET
,Ang.54bbis17c: reuententis insuum locum primum.    'returning to its first place',Ang.54bbis17c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis17c.3,locum,NOUN,acc.sg.masc.,locus,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,Ang,Ang.54bbis17c_4,locus,NOUN
,Ang.54bbis17c: reuententis insuum locum primum.    'returning to its first place',Ang.54bbis17c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis17c.4,primum,ADJ,acc.sg.masc.pos.,primus 1,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,Ang,Ang.54bbis17c_5,primus,ADJ
,BVi.03b27: reuertentis insuum locum    'returning to its place',BVi.03b27,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b27.0,reuertentis,VERB,gen.sg.masc.participle.,reuertor,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,BVi,BVi.03b27_1,reuertor,VERB
,BVi.03b27: reuertentis insuum locum    'returning to its place',BVi.03b27,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b27.1,in,ADP,,in,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,BVi,BVi.03b27_2,in,ADP
,BVi.03b27: reuertentis insuum locum    'returning to its place',BVi.03b27,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b27.2,suum,DET,acc.sg.masc.,suus,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,BVi,BVi.03b27_3,suus,DET
,BVi.03b27: reuertentis insuum locum    'returning to its place',BVi.03b27,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b27.3,locum,NOUN,acc.sg.masc.,locus,la,gl. uertentis ordinauereShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_10a,BVi,BVi.03b27_4,locus,NOUN
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.0,primus,ADJ,nom.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_1,primus,ADJ
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.1,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_2,dies,NOUN
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.2,primi,ADJ,gen.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_3,primus,ADJ
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.3,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_4,mensis,NOUN
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.4,et,CCONJ,,et,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_5,et,CCONJ
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.5,secundus,ADJ,nom.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_6,secundus,ADJ
,Ang.54bbis20b: primus dies primi mensis et secundus reliqua    'first day of the first month and second etc.',Ang.54bbis20b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.54bbis20b.6,reliqua,DET,nom.pl.neut.,reliquus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Ang,Ang.54bbis20b_7,reliquus,ADJ
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.01,sic,ADV,,sic,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_1,sic,ADV
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.02,numerant,VERB,3pl.pres.ind.act.,numero,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_2,numero,VERB
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.03,primus,ADJ,nom.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_3,primus,ADJ
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.04,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_4,dies,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.04,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_8,dies,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.05,primi,ADJ,gen.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_5,primus,ADJ
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.06,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_6,mensis,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.06,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_10,mensis,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.07,secundus,ADJ,nom.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_7,secundus,ADJ
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.08,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_4,dies,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.08,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_8,dies,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.09,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_9,secundus,ADJ
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.10,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_6,mensis,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.10,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_10,mensis,NOUN
,BCr.30b36: ./. .i. sic numerant primus dies primi mensis.secundus dies secundi mensis. reliqua    'i.e. so they count: first day of the first month; second day of the second month; etc.',BCr.30b36,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.30b36.11,reliqua,DET,nom.pl.neut.,reliquus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BCr,BCr.30b36_11,reliquus,ADJ
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.1,primus,ADJ,nom.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_1,primus,ADJ
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.2,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_2,dies,NOUN
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.2,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_5,dies,NOUN
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.3,primi,ADJ,gen.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_3,primus,ADJ
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.4,secundus,ADJ,nom.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_4,secundus,ADJ
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.5,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_2,dies,NOUN
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.5,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_5,dies,NOUN
,BVi.03b31: .i. primus dies primi secundus dies secundi    'i.e. first day of the first; second day of the second',BVi.03b31,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b31.6,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,BVi,BVi.03b31_6,secundus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.0,sic,ADV,,sic,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_1,sic,ADV
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.1,numerant,VERB,3pl.pres.ind.act.,numero,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_2,numero,VERB
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.2,primus,ADJ,nom.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_3,primus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.3,dies,NOUN,nom.pl.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_4,dies,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.3,dies,NOUN,nom.pl.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_8,dies,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.4,primi,ADJ,gen.sg.masc.pos.,primus 1,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_5,primus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.5,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_6,mensis,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.5,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_10,mensis,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.6,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_7,secundus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.6,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_9,secundus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.7,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_4,dies,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.7,dies,NOUN,nom.sg.masc.,dies,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_8,dies,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.8,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_7,secundus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.8,secundi,ADJ,gen.sg.masc.pos.,secundus,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_9,secundus,ADJ
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.9,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_6,mensis,NOUN
,Sg.68.06a: sicnumerant primus dies primi mensis. secundi dies secundimensis.    'so they count: first day of the first month; second day of the second month; etc.',Sg.68.06a,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.68.06a.9,mensis,NOUN,gen.sg.masc.,mensis,la,gl. augescente paulatimShow Parallels,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_14-15a,Sg,Sg.68.06a_10,mensis,NOUN
,BVi.03b23: primus dies primi men sis    'first day of the first month',BVi.03b23,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.03b23.0,primus,ADJ,nom.sg.masc.pos.,primus 1,la,gl. ab incipiente [...] mensis,http://gams.uni-graz.at/o:glossvibe.bvi#Jon_327_5a,BVi,BVi.03b23_1,primus,ADJ
